row_id,day_hour,client_ip,no_get,no_post,no_head
12912,02/02/2019 20,66.249.183.255,19,19,20
12913,02/02/2019 20,5.160.203.255,2,2,2
12914,02/02/2019 20,54.42.255.255,1,1,1
12915,02/02/2019 20,40.144.255.255,9,9,10
12916,02/02/2019 20,17.58.171.255,3,3,3
12917,02/02/2019 20,207.46.175.255,10,11,10
12918,02/02/2019 20,54.72.255.255,1,1,1
12919,02/02/2019 20,5.104.255.255,1,0,1
12920,02/02/2019 20,54.36.191.255,1,1,1
12921,02/02/2019 20,5.211.162.255,34,32,33
12922,02/02/2019 20,31.56.173.255,22,21,21
12923,02/02/2019 20,54.36.206.255,1,1,1
12924,02/02/2019 20,5.99.255.255,15,14,16
12925,02/02/2019 20,207.46.154.255,7,7,6
12926,02/02/2019 20,54.116.255.255,1,1,1
12927,02/02/2019 21,204.236.255.255,10,9,9
12928,02/02/2019 21,178.253.111.255,6,6,6
12929,02/02/2019 21,54.188.255.255,1,1,1
12930,02/02/2019 21,91.99.114.255,13,15,16
12931,02/02/2019 21,40.145.255.255,9,9,9
12932,02/02/2019 21,92.255.255.255,28,28,26
12933,02/02/2019 21,4.255.255.255,1,1,1
12934,02/02/2019 21,5.190.255.255,2,2,2
12935,02/02/2019 21,54.117.255.255,1,1,1
12936,02/02/2019 21,172.20.203.255,1,1,1
12937,02/02/2019 21,39.255.255.255,1,1,1
12938,02/02/2019 21,54.43.255.255,1,1,0
12939,02/02/2019 21,104.194.84.255,1,1,1
12940,02/02/2019 21,54.36.217.255,1,1,1
12941,02/02/2019 21,157.111.255.255,3,3,3
12942,02/02/2019 21,54.36.193.255,2,2,2
12943,02/02/2019 21,66.186.255.255,35,36,36
12944,02/02/2019 21,31.56.174.255,20,21,19
12945,02/02/2019 21,51.15.96.255,2,2,2
12946,02/02/2019 21,249.255.255.255,1,0,0
12947,02/02/2019 21,207.46.155.255,7,7,7
12948,02/02/2019 21,54.36.246.255,1,1,1
12949,02/02/2019 21,17.58.172.255,3,3,3
12950,02/02/2019 21,5.105.255.255,1,1,1
12951,02/02/2019 21,46.224.136.255,4,4,3
12952,02/02/2019 21,173.249.148.255,5,6,6
12953,02/02/2019 21,149.255.255.255,20,20,20
12954,02/02/2019 21,54.73.255.255,1,1,1
12955,02/02/2019 21,66.249.184.255,19,20,19
12956,02/02/2019 21,54.36.234.255,1,1,1
12957,02/02/2019 21,54.36.192.255,1,1,1
12958,02/02/2019 21,2.177.179.255,17,18,17
12959,02/02/2019 21,54.36.185.255,1,1,1
12960,02/02/2019 21,54.36.239.255,1,1,1
12961,02/02/2019 21,34.247.212.255,1,1,1
12962,02/02/2019 21,5.211.163.255,31,32,34
12963,02/02/2019 21,207.46.176.255,11,10,11
12964,02/02/2019 21,2.190.255.255,4,6,5
12965,02/02/2019 21,54.36.207.255,1,1,1
12966,02/02/2019 21,5.160.204.255,2,2,2
12967,02/02/2019 21,207.46.144.255,6,6,6
12968,02/02/2019 21,66.249.157.255,1,1,1
12969,02/02/2019 21,54.36.211.255,1,1,1
12970,02/02/2019 21,54.49.255.255,1,1,1
12971,02/02/2019 21,5.100.255.255,15,15,16
12972,02/02/2019 22,150.255.255.255,19,20,19
12973,02/02/2019 22,54.118.255.255,1,1,1
12974,02/02/2019 22,54.36.193.255,1,1,1
12975,02/02/2019 22,34.247.213.255,1,1,1
12976,02/02/2019 22,178.253.112.255,6,6,6
12977,02/02/2019 22,17.58.173.255,3,3,2
12978,02/02/2019 22,40.146.255.255,10,9,9
12979,02/02/2019 22,54.44.255.255,1,1,1
12980,02/02/2019 22,54.36.212.255,1,1,1
12981,02/02/2019 22,173.249.149.255,5,6,6
12982,02/02/2019 22,66.249.158.255,1,1,1
12983,02/02/2019 22,54.36.194.255,2,2,2
12984,02/02/2019 22,204.237.255.255,8,8,10
12985,02/02/2019 22,54.36.208.255,1,1,1
12986,02/02/2019 22,66.187.255.255,35,36,37
12987,02/02/2019 22,40.255.255.255,1,1,1
12988,02/02/2019 22,5.160.205.255,2,2,2
12989,02/02/2019 22,157.112.255.255,3,3,2
12990,02/02/2019 22,5.106.255.255,1,1,1
12991,02/02/2019 22,51.15.97.255,2,2,2
12992,02/02/2019 22,54.50.255.255,1,1,1
12993,02/02/2019 22,91.99.115.255,15,15,14
12994,02/02/2019 22,46.224.137.255,3,4,4
12995,02/02/2019 22,54.36.218.255,1,0,1
12996,02/02/2019 22,2.177.180.255,17,15,18
12997,02/02/2019 22,5.101.255.255,16,13,16
12998,02/02/2019 22,54.189.255.255,0,1,1
12999,02/02/2019 22,54.36.240.255,1,1,1
13000,02/02/2019 22,31.56.175.255,21,22,21
13001,02/02/2019 22,207.46.177.255,9,11,11
13002,02/02/2019 22,5.191.255.255,2,2,1
13003,02/02/2019 22,66.249.185.255,19,19,19
13004,02/02/2019 22,207.46.156.255,7,6,7
13005,02/02/2019 22,54.36.235.255,1,1,1
13006,02/02/2019 22,207.46.145.255,5,5,5
13007,02/02/2019 22,54.36.186.255,0,1,1
13008,02/02/2019 22,5.255.255.255,1,1,1
13009,02/02/2019 22,93.255.255.255,27,29,27
13010,02/02/2019 22,54.36.247.255,1,1,1
13011,02/02/2019 22,5.211.164.255,33,33,33
13012,02/02/2019 22,104.194.85.255,0,1,1
13013,02/02/2019 22,2.191.255.255,6,6,6
13014,02/02/2019 22,172.20.204.255,1,1,1
13015,02/02/2019 22,54.74.255.255,0,1,1
13016,02/02/2019 23,94.255.255.255,28,28,28
13017,02/02/2019 23,66.188.255.255,36,35,37
13018,02/02/2019 23,5.107.255.255,1,0,1
13019,02/02/2019 23,54.36.248.255,1,1,1
13020,02/02/2019 23,54.36.209.255,1,1,1
13021,02/02/2019 23,66.249.159.255,1,1,0
13022,02/02/2019 23,207.46.146.255,6,5,6
13023,02/02/2019 23,204.238.255.255,9,10,10
13024,02/02/2019 23,54.36.213.255,1,1,1
13025,02/02/2019 23,5.160.206.255,2,2,2
13026,02/02/2019 23,31.56.176.255,19,20,21
13027,02/02/2019 23,54.36.187.255,1,1,1
13028,02/02/2019 23,2.177.181.255,17,15,16
13029,02/02/2019 23,54.45.255.255,1,1,1
13030,02/02/2019 23,178.253.113.255,5,6,5
13031,02/02/2019 23,54.75.255.255,1,1,0
13032,02/02/2019 23,5.102.255.255,15,15,15
13033,02/02/2019 23,151.255.255.255,21,20,20
13034,02/02/2019 23,5.192.255.255,1,2,2
13035,02/02/2019 23,5.211.165.255,30,33,32
13036,02/02/2019 23,91.99.116.255,16,15,16
13037,02/02/2019 23,51.15.98.255,2,2,2
13038,02/02/2019 23,173.249.150.255,6,6,6
13039,02/02/2019 23,54.36.195.255,1,2,2
13040,02/02/2019 23,157.113.255.255,3,3,2
13041,02/02/2019 23,17.58.174.255,3,3,3
13042,02/02/2019 23,54.190.255.255,1,1,1
13043,02/02/2019 23,54.36.236.255,1,1,1
13044,02/02/2019 23,40.147.255.255,10,10,10
13045,02/02/2019 23,46.224.138.255,4,4,4
13046,02/02/2019 23,34.247.214.255,1,0,1
13047,02/02/2019 23,41.255.255.255,1,1,1
13048,02/02/2019 23,54.36.219.255,1,1,1
13049,02/02/2019 23,54.119.255.255,1,1,1
13050,02/02/2019 23,54.36.194.255,1,1,1
13051,02/02/2019 23,54.51.255.255,1,1,1
13052,02/02/2019 23,6.255.255.255,1,0,1
13053,02/02/2019 23,207.46.157.255,6,7,4
13054,02/02/2019 23,104.194.86.255,1,1,1
13055,02/02/2019 23,172.20.205.255,1,1,1
13056,02/02/2019 23,207.46.178.255,11,11,10
13057,02/02/2019 23,66.249.186.255,20,20,19
13058,02/02/2019 23,2.192.255.255,6,5,6
13059,02/02/2019 23,54.36.241.255,1,1,1
13060,02/03/2019 00,54.52.255.255,1,1,1
13061,02/03/2019 00,54.36.214.255,1,1,1
13062,02/03/2019 00,66.249.187.255,19,20,19
13063,02/03/2019 00,2.177.182.255,17,15,17
13064,02/03/2019 00,5.160.207.255,2,1,2
13065,02/03/2019 00,51.15.99.255,2,2,2
13066,02/03/2019 00,5.103.255.255,15,16,16
13067,02/03/2019 00,54.36.220.255,1,0,1
13068,02/03/2019 00,157.114.255.255,3,3,3
13069,02/03/2019 00,91.99.117.255,15,15,15
13070,02/03/2019 00,178.253.114.255,3,6,6
13071,02/03/2019 00,173.249.151.255,6,6,6
13072,02/03/2019 00,152.255.255.255,19,20,16
13073,02/03/2019 00,54.36.242.255,1,1,1
13074,02/03/2019 00,46.224.139.255,4,4,3
13075,02/03/2019 00,54.120.255.255,1,1,1
13076,02/03/2019 00,54.36.196.255,2,2,2
13077,02/03/2019 00,5.211.166.255,34,34,34
13078,02/03/2019 00,54.36.249.255,1,1,1
13079,02/03/2019 00,54.36.195.255,1,1,1
13080,02/03/2019 00,42.255.255.255,1,1,1
13081,02/03/2019 00,17.58.175.255,3,3,3
13082,02/03/2019 00,5.108.255.255,1,1,1
13083,02/03/2019 00,5.193.255.255,2,2,2
13084,02/03/2019 00,172.20.206.255,1,1,1
13085,02/03/2019 00,204.239.255.255,9,9,10
13086,02/03/2019 00,7.255.255.255,1,1,1
13087,02/03/2019 00,54.46.255.255,1,1,1
13088,02/03/2019 00,207.46.158.255,7,7,7
13089,02/03/2019 00,54.36.237.255,1,1,1
13090,02/03/2019 00,66.189.255.255,36,35,35
13091,02/03/2019 00,54.76.255.255,1,1,1
13092,02/03/2019 00,31.56.177.255,20,22,22
13093,02/03/2019 00,66.249.160.255,1,1,1
13094,02/03/2019 00,2.193.255.255,6,5,6
13095,02/03/2019 00,207.46.179.255,11,10,11
13096,02/03/2019 00,54.36.210.255,1,1,1
13097,02/03/2019 00,54.36.188.255,1,0,1
13098,02/03/2019 00,104.194.87.255,1,1,1
13099,02/03/2019 00,207.46.147.255,5,5,4
13100,02/03/2019 00,54.191.255.255,1,1,0
13101,02/03/2019 00,95.255.255.255,28,29,28
13102,02/03/2019 00,40.148.255.255,8,10,8
13103,02/03/2019 00,34.247.215.255,1,1,1
13104,02/03/2019 01,54.53.255.255,1,1,1
13105,02/03/2019 01,66.190.255.255,33,34,36
13106,02/03/2019 01,5.211.167.255,34,32,32
13107,02/03/2019 01,54.36.238.255,1,1,1
13108,02/03/2019 01,173.249.152.255,6,5,6
13109,02/03/2019 01,46.224.140.255,4,3,3
13110,02/03/2019 01,157.115.255.255,3,3,3
13111,02/03/2019 01,207.46.159.255,7,7,5
13112,02/03/2019 01,66.249.161.255,1,1,1
13113,02/03/2019 01,17.58.176.255,3,3,3
13114,02/03/2019 01,54.36.189.255,1,1,1
13115,02/03/2019 01,54.36.215.255,1,1,1
13116,02/03/2019 01,204.240.255.255,10,10,10
13117,02/03/2019 01,91.99.118.255,13,16,16
13118,02/03/2019 01,43.255.255.255,1,1,1
13119,02/03/2019 01,207.46.148.255,6,6,6
13120,02/03/2019 01,5.109.255.255,1,1,1
13121,02/03/2019 01,54.192.255.255,1,1,1
13122,02/03/2019 01,153.255.255.255,19,21,20
13123,02/03/2019 01,96.255.255.255,29,29,28
13124,02/03/2019 01,5.160.208.255,2,1,2
13125,02/03/2019 01,34.247.216.255,1,1,1
13126,02/03/2019 01,2.194.255.255,6,6,5
13127,02/03/2019 01,172.20.207.255,1,1,1
13128,02/03/2019 01,178.253.115.255,5,6,6
13129,02/03/2019 01,54.36.243.255,1,0,1
13130,02/03/2019 01,54.36.211.255,1,1,1
13131,02/03/2019 01,54.77.255.255,1,1,1
13132,02/03/2019 01,5.104.255.255,13,16,14
13133,02/03/2019 01,54.121.255.255,1,1,1
13134,02/03/2019 01,104.194.88.255,1,1,1
13135,02/03/2019 01,54.47.255.255,1,1,1
13136,02/03/2019 01,66.249.188.255,18,18,19
13137,02/03/2019 01,54.36.196.255,1,1,1
13138,02/03/2019 01,54.36.197.255,2,1,2
13139,02/03/2019 01,54.36.250.255,1,1,1
13140,02/03/2019 01,54.36.221.255,1,1,0
13141,02/03/2019 01,207.46.180.255,10,10,11
13142,02/03/2019 01,51.15.100.255,1,1,2
13143,02/03/2019 01,5.194.255.255,2,1,2
13144,02/03/2019 01,8.255.255.255,1,0,1
13145,02/03/2019 01,31.56.178.255,19,22,20
13146,02/03/2019 01,2.177.183.255,15,16,16
13147,02/03/2019 01,40.149.255.255,9,9,9
13148,02/03/2019 02,204.241.255.255,9,10,10
13149,02/03/2019 02,5.211.168.255,34,31,29
13150,02/03/2019 02,2.177.184.255,16,16,17
13151,02/03/2019 02,66.249.189.255,18,16,18
13152,02/03/2019 02,54.36.239.255,1,1,0
13153,02/03/2019 02,207.46.160.255,7,7,6
13154,02/03/2019 02,17.58.177.255,3,3,3
13155,02/03/2019 02,54.36.198.255,1,2,2
13156,02/03/2019 02,2.195.255.255,6,6,6
13157,02/03/2019 02,172.20.208.255,1,1,1
13158,02/03/2019 02,54.193.255.255,1,1,1
13159,02/03/2019 02,54.122.255.255,1,1,1
13160,02/03/2019 02,40.150.255.255,9,8,8
13161,02/03/2019 02,54.36.216.255,1,1,1
13162,02/03/2019 02,54.36.190.255,1,1,1
13163,02/03/2019 02,5.195.255.255,2,2,2
13164,02/03/2019 02,54.36.222.255,1,1,1
13165,02/03/2019 02,207.46.181.255,10,11,11
13166,02/03/2019 02,173.249.153.255,6,6,5
13167,02/03/2019 02,66.249.162.255,1,1,1
13168,02/03/2019 02,91.99.119.255,15,15,15
13169,02/03/2019 02,97.255.255.255,27,26,26
13170,02/03/2019 02,157.116.255.255,3,3,2
13171,02/03/2019 02,54.36.244.255,1,1,1
13172,02/03/2019 02,154.255.255.255,21,19,18
13173,02/03/2019 02,31.56.179.255,22,22,22
13174,02/03/2019 02,178.253.116.255,6,6,6
13175,02/03/2019 02,51.15.101.255,2,2,2
13176,02/03/2019 02,66.191.255.255,35,34,35
13177,02/03/2019 02,9.255.255.255,1,1,1
13178,02/03/2019 02,5.110.255.255,1,1,1
13179,02/03/2019 02,104.194.89.255,1,1,1
13180,02/03/2019 02,46.224.141.255,3,3,3
13181,02/03/2019 02,5.160.209.255,2,2,2
13182,02/03/2019 02,54.36.197.255,1,1,1
13183,02/03/2019 02,54.78.255.255,1,1,1
13184,02/03/2019 02,54.54.255.255,1,1,1
13185,02/03/2019 02,54.36.251.255,1,0,1
13186,02/03/2019 02,34.247.217.255,1,1,1
13187,02/03/2019 02,54.48.255.255,1,1,1
13188,02/03/2019 02,207.46.149.255,6,6,6
13189,02/03/2019 02,44.255.255.255,1,1,1
13190,02/03/2019 02,5.105.255.255,16,14,16
13191,02/03/2019 02,54.36.212.255,1,1,0
13192,02/03/2019 03,66.192.255.255,32,34,34
13193,02/03/2019 03,54.36.252.255,1,1,1
13194,02/03/2019 03,45.255.255.255,1,1,1
13195,02/03/2019 03,54.123.255.255,1,1,1
13196,02/03/2019 03,54.36.199.255,2,1,2
13197,02/03/2019 03,178.253.117.255,5,6,6
13198,02/03/2019 03,54.36.217.255,1,1,1
13199,02/03/2019 03,54.36.191.255,1,1,1
13200,02/03/2019 03,104.194.90.255,1,1,1
13201,02/03/2019 03,66.249.190.255,18,20,20
13202,02/03/2019 03,5.160.210.255,2,2,2
13203,02/03/2019 03,31.56.180.255,22,21,22
13204,02/03/2019 03,2.177.185.255,16,15,16
13205,02/03/2019 03,54.36.245.255,1,1,1
13206,02/03/2019 03,46.224.142.255,2,3,3
13207,02/03/2019 03,207.46.161.255,7,7,6
13208,02/03/2019 03,2.196.255.255,5,6,6
13209,02/03/2019 03,54.36.223.255,1,1,1
13210,02/03/2019 03,34.247.218.255,1,1,1
13211,02/03/2019 03,5.211.169.255,33,34,32
13212,02/03/2019 03,51.15.102.255,2,2,2
13213,02/03/2019 03,172.20.209.255,1,1,1
13214,02/03/2019 03,17.58.178.255,3,3,2
13215,02/03/2019 03,98.255.255.255,27,27,27
13216,02/03/2019 03,66.249.163.255,1,1,1
13217,02/03/2019 03,54.49.255.255,1,1,1
13218,02/03/2019 03,40.151.255.255,10,8,9
13219,02/03/2019 03,207.46.150.255,6,5,6
13220,02/03/2019 03,173.249.154.255,5,5,6
13221,02/03/2019 03,54.36.213.255,1,1,1
13222,02/03/2019 03,155.255.255.255,20,21,20
13223,02/03/2019 03,54.79.255.255,1,1,1
13224,02/03/2019 03,54.36.240.255,1,1,1
13225,02/03/2019 03,54.194.255.255,1,1,1
13226,02/03/2019 03,207.46.182.255,11,10,11
13227,02/03/2019 03,54.36.198.255,1,1,1
13228,02/03/2019 03,54.55.255.255,1,1,1
13229,02/03/2019 03,10.255.255.255,1,1,0
13230,02/03/2019 03,91.99.120.255,15,16,16
13231,02/03/2019 03,5.196.255.255,2,2,2
13232,02/03/2019 03,5.111.255.255,1,1,1
13233,02/03/2019 03,157.117.255.255,3,3,3
13234,02/03/2019 03,5.106.255.255,16,16,16
13235,02/03/2019 03,204.242.255.255,10,9,10
13236,02/03/2019 04,34.247.219.255,1,1,0
13237,02/03/2019 04,54.36.241.255,1,1,1
13238,02/03/2019 04,40.152.255.255,10,9,10
13239,02/03/2019 04,157.118.255.255,3,2,3
13240,02/03/2019 04,54.124.255.255,1,1,1
13241,02/03/2019 04,54.36.200.255,1,2,2
13242,02/03/2019 04,2.177.186.255,16,14,15
13243,02/03/2019 04,54.80.255.255,1,1,1
13244,02/03/2019 04,207.46.151.255,6,6,6
13245,02/03/2019 04,173.249.155.255,5,5,5
13246,02/03/2019 04,17.58.179.255,2,3,3
13247,02/03/2019 04,66.249.191.255,17,18,19
13248,02/03/2019 04,2.197.255.255,4,5,5
13249,02/03/2019 04,54.36.199.255,1,1,1
13250,02/03/2019 04,156.255.255.255,21,19,20
13251,02/03/2019 04,5.107.255.255,14,16,16
13252,02/03/2019 04,99.255.255.255,28,26,26
13253,02/03/2019 04,104.194.91.255,1,1,1
13254,02/03/2019 04,66.249.164.255,1,1,1
13255,02/03/2019 04,11.255.255.255,1,1,1
13256,02/03/2019 04,54.36.192.255,1,1,1
13257,02/03/2019 04,46.255.255.255,1,1,1
13258,02/03/2019 04,54.36.214.255,1,1,1
13259,02/03/2019 04,172.20.210.255,1,1,1
13260,02/03/2019 04,54.50.255.255,1,1,1
13261,02/03/2019 04,5.112.255.255,1,1,1
13262,02/03/2019 04,207.46.162.255,5,6,7
13263,02/03/2019 04,204.243.255.255,10,10,10
13264,02/03/2019 04,54.56.255.255,1,0,1
13265,02/03/2019 04,5.197.255.255,2,2,2
13266,02/03/2019 04,91.99.121.255,16,15,16
13267,02/03/2019 04,5.211.170.255,30,33,32
13268,02/03/2019 04,5.160.211.255,2,2,2
13269,02/03/2019 04,54.36.224.255,0,1,0
13270,02/03/2019 04,54.36.253.255,1,1,1
13271,02/03/2019 04,54.195.255.255,1,1,1
13272,02/03/2019 04,54.36.246.255,1,1,0
13273,02/03/2019 04,46.224.143.255,3,3,3
13274,02/03/2019 04,207.46.183.255,9,11,11
13275,02/03/2019 04,54.36.218.255,1,1,1
13276,02/03/2019 04,66.193.255.255,32,32,35
13277,02/03/2019 04,178.253.118.255,5,6,6
13278,02/03/2019 04,31.56.181.255,21,20,22
13279,02/03/2019 04,51.15.103.255,2,2,2
13280,02/03/2019 05,207.46.184.255,11,10,10
13281,02/03/2019 05,5.113.255.255,1,1,1
13282,02/03/2019 05,54.81.255.255,1,1,1
13283,02/03/2019 05,54.36.215.255,1,1,1
13284,02/03/2019 05,2.177.187.255,15,15,15
13285,02/03/2019 05,5.211.171.255,32,32,33
13286,02/03/2019 05,46.224.144.255,3,3,3
13287,02/03/2019 05,5.198.255.255,2,1,2
13288,02/03/2019 05,51.15.104.255,2,2,2
13289,02/03/2019 05,54.57.255.255,1,1,0
13290,02/03/2019 05,54.196.255.255,1,1,1
13291,02/03/2019 05,178.253.119.255,5,5,6
13292,02/03/2019 05,104.194.92.255,1,1,1
13293,02/03/2019 05,54.36.254.255,1,1,1
13294,02/03/2019 05,17.58.180.255,3,3,3
13295,02/03/2019 05,54.36.247.255,1,1,1
13296,02/03/2019 05,2.198.255.255,6,6,5
13297,02/03/2019 05,173.249.156.255,5,3,3
13298,02/03/2019 05,157.119.255.255,2,2,3
13299,02/03/2019 05,66.249.165.255,1,1,1
13300,02/03/2019 05,91.99.122.255,16,15,16
13301,02/03/2019 05,31.56.182.255,20,22,19
13302,02/03/2019 05,157.255.255.255,20,18,18
13303,02/03/2019 05,54.125.255.255,1,1,1
13304,02/03/2019 05,66.194.255.255,33,29,32
13305,02/03/2019 05,12.255.255.255,1,1,1
13306,02/03/2019 05,47.255.255.255,1,0,1
13307,02/03/2019 05,54.36.219.255,1,1,1
13308,02/03/2019 05,207.46.152.255,5,5,4
13309,02/03/2019 05,5.160.212.255,1,1,1
13310,02/03/2019 05,54.36.225.255,1,1,1
13311,02/03/2019 05,172.20.211.255,1,1,1
13312,02/03/2019 05,66.249.192.255,18,18,17
13313,02/03/2019 05,54.36.242.255,1,1,1
13314,02/03/2019 05,54.36.193.255,1,1,1
13315,02/03/2019 05,54.36.201.255,1,2,2
13316,02/03/2019 05,100.255.255.255,28,27,26
13317,02/03/2019 05,54.36.200.255,1,1,1
13318,02/03/2019 05,207.46.163.255,7,5,7
13319,02/03/2019 05,204.244.255.255,9,10,10
13320,02/03/2019 05,5.108.255.255,16,14,16
13321,02/03/2019 05,54.51.255.255,0,1,1
13322,02/03/2019 05,40.153.255.255,9,7,9
13323,02/03/2019 06,172.20.212.255,1,1,1
13324,02/03/2019 06,5.199.255.255,2,2,2
13325,02/03/2019 06,54.197.255.255,1,1,1
13326,02/03/2019 06,104.194.93.255,1,1,1
13327,02/03/2019 06,54.36.226.255,1,1,1
13328,02/03/2019 06,207.46.185.255,11,11,11
13329,02/03/2019 06,46.224.145.255,3,3,3
13330,02/03/2019 06,54.36.216.255,1,1,1
13331,02/03/2019 06,54.36.220.255,1,1,1
13332,02/03/2019 06,17.58.181.255,3,2,3
13333,02/03/2019 06,91.99.123.255,15,14,15
13334,02/03/2019 06,13.255.255.255,1,1,1
13335,02/03/2019 06,204.245.255.255,10,8,10
13336,02/03/2019 06,54.36.201.255,1,1,1
13337,02/03/2019 06,66.249.193.255,17,18,18
13338,02/03/2019 06,173.249.157.255,3,5,5
13339,02/03/2019 06,207.46.164.255,7,7,7
13340,02/03/2019 06,54.36.255.255,1,1,1
13341,02/03/2019 06,2.199.255.255,6,5,6
13342,02/03/2019 06,54.126.255.255,1,1,1
13343,02/03/2019 06,31.56.183.255,21,21,20
13344,02/03/2019 06,5.114.255.255,1,1,1
13345,02/03/2019 06,54.82.255.255,1,1,1
13346,02/03/2019 06,5.211.172.255,30,34,29
13347,02/03/2019 06,40.154.255.255,10,9,9
13348,02/03/2019 06,54.36.243.255,1,1,1
13349,02/03/2019 06,54.52.255.255,1,1,1
13350,02/03/2019 06,157.120.255.255,3,2,3
13351,02/03/2019 06,66.195.255.255,27,31,33
13352,02/03/2019 06,158.255.255.255,18,19,20
13353,02/03/2019 06,54.36.194.255,1,1,1
13354,02/03/2019 06,5.160.213.255,1,1,1
13355,02/03/2019 06,66.249.166.255,1,1,0
13356,02/03/2019 06,5.109.255.255,15,15,15
13357,02/03/2019 06,54.36.202.255,1,2,1
13358,02/03/2019 06,54.58.255.255,1,1,1
13359,02/03/2019 06,178.253.120.255,5,6,4
13360,02/03/2019 06,54.36.248.255,1,1,1
13361,02/03/2019 06,101.255.255.255,26,27,26
13362,02/03/2019 06,2.177.188.255,15,15,15
13363,02/03/2019 06,51.15.105.255,2,2,2
13364,02/03/2019 06,48.255.255.255,1,1,1
13365,02/03/2019 06,207.46.153.255,6,6,6
13366,02/03/2019 07,5.211.173.255,32,31,33
13367,02/03/2019 07,51.15.106.255,2,2,2
13368,02/03/2019 07,54.198.255.255,1,1,1
13369,02/03/2019 07,66.249.167.255,1,1,1
13370,02/03/2019 07,2.200.255.255,6,4,5
13371,02/03/2019 07,178.253.121.255,5,5,5
13372,02/03/2019 07,54.36.244.255,1,1,1
13373,02/03/2019 07,5.110.255.255,16,15,14
13374,02/03/2019 07,54.53.255.255,1,1,1
13375,02/03/2019 07,102.255.255.255,27,26,27
13376,02/03/2019 07,204.246.255.255,9,9,9
13377,02/03/2019 07,14.255.255.255,1,1,1
13378,02/03/2019 07,17.58.182.255,3,3,3
13379,02/03/2019 07,2.177.189.255,14,15,15
13380,02/03/2019 07,66.196.255.255,29,31,28
13381,02/03/2019 07,40.155.255.255,9,8,9
13382,02/03/2019 07,31.56.184.255,20,21,21
13383,02/03/2019 07,54.36.195.255,1,1,1
13384,02/03/2019 07,104.194.94.255,1,1,0
13385,02/03/2019 07,5.115.255.255,1,1,1
13386,02/03/2019 07,172.20.213.255,1,1,1
13387,02/03/2019 07,54.59.255.255,1,1,1
13388,02/03/2019 07,207.46.154.255,5,6,6
13389,02/03/2019 07,66.249.194.255,16,16,18
13390,02/03/2019 07,157.121.255.255,3,3,3
13391,02/03/2019 07,91.99.124.255,15,15,15
13392,02/03/2019 07,54.36.221.255,1,1,1
13393,02/03/2019 07,54.36.217.255,1,0,1
13394,02/03/2019 07,173.249.158.255,5,5,5
13395,02/03/2019 07,54.37.255.255,1,1,1
13396,02/03/2019 07,159.255.255.255,18,19,19
13397,02/03/2019 07,5.160.214.255,1,1,1
13398,02/03/2019 07,54.36.203.255,1,1,1
13399,02/03/2019 07,54.127.255.255,1,1,1
13400,02/03/2019 07,5.200.255.255,2,2,2
13401,02/03/2019 07,54.83.255.255,0,1,1
13402,02/03/2019 07,46.224.146.255,3,3,2
13403,02/03/2019 07,49.255.255.255,1,1,1
13404,02/03/2019 07,54.36.202.255,1,1,1
13405,02/03/2019 07,207.46.165.255,7,7,7
13406,02/03/2019 07,54.36.249.255,1,1,1
13407,02/03/2019 07,207.46.186.255,11,11,10
13408,02/03/2019 08,54.36.222.255,1,1,1
13409,02/03/2019 08,51.15.107.255,2,2,2
13410,02/03/2019 08,54.36.218.255,1,0,1
13411,02/03/2019 08,54.84.255.255,1,1,1
13412,02/03/2019 08,66.197.255.255,30,29,28
13413,02/03/2019 08,66.249.168.255,1,1,1
13414,02/03/2019 08,103.255.255.255,26,27,24
13415,02/03/2019 08,54.36.196.255,1,1,1
13416,02/03/2019 08,54.36.204.255,1,1,0
13417,02/03/2019 08,5.116.255.255,0,1,1
13418,02/03/2019 08,5.201.255.255,2,2,2
13419,02/03/2019 08,46.224.147.255,3,3,3
13420,02/03/2019 08,157.122.255.255,2,2,2
13421,02/03/2019 08,15.255.255.255,1,1,1
13422,02/03/2019 08,66.249.195.255,17,18,18
13423,02/03/2019 08,40.156.255.255,9,8,9
13424,02/03/2019 08,54.36.245.255,1,1,1
13425,02/03/2019 08,2.177.190.255,14,14,15
13426,02/03/2019 08,54.128.255.255,0,1,1
13427,02/03/2019 08,54.36.203.255,1,1,1
13428,02/03/2019 08,5.111.255.255,16,15,16
13429,02/03/2019 08,5.211.174.255,34,33,32
13430,02/03/2019 08,17.58.183.255,3,3,3
13431,02/03/2019 08,204.247.255.255,10,9,10
13432,02/03/2019 08,178.253.122.255,5,4,4
13433,02/03/2019 08,54.199.255.255,1,1,1
13434,02/03/2019 08,54.36.250.255,1,1,1
13435,02/03/2019 08,173.249.159.255,5,5,4
13436,02/03/2019 08,172.20.214.255,1,1,1
13437,02/03/2019 08,207.46.187.255,10,11,11
13438,02/03/2019 08,50.255.255.255,1,1,1
13439,02/03/2019 08,31.56.185.255,21,20,20
13440,02/03/2019 08,54.54.255.255,1,1,1
13441,02/03/2019 08,207.46.155.255,6,4,6
13442,02/03/2019 08,2.201.255.255,6,6,5
13443,02/03/2019 08,54.38.255.255,1,1,1
13444,02/03/2019 08,54.60.255.255,1,1,1
13445,02/03/2019 08,5.160.215.255,1,1,1
13446,02/03/2019 08,91.99.125.255,14,14,16
13447,02/03/2019 08,207.46.166.255,6,7,7
13448,02/03/2019 08,104.194.95.255,1,1,1
